Código;Nombre;Dirección;C.P.;Municipio;Pedanía;Teléfono;Fax;Email;URL Real;URL Corta;Latitud;Longitud;Descripción;Tipo;Subtipo;Foto 1;Foto 2;Foto 3;Foto 4;Foto 5;Foto 6;Foto 7;Foto 8;Foto 9;Foto 10;Foto 11;Foto 12;Foto 13;Foto 14;Foto 15;Foto 16;Foto 17;Foto 18;Foto 19;Foto 20
6689;Estación de ferrocaril;Calle Estación , 23;30820;Alcantarilla;ALCANTARILLA;968898500;;;;;-1.2155016;37.9720103;<h3><span style='font-size:13px'>Cuatro construcciones cuyo uso original fue auxiliar al uso del ferrocarril. Se disponen alineadas consecutivamente y ala vez paralelas y contiguas a la l&iacute,nea f&eacute,rrea.</span></h3><p>Se aprecian detalles de la arquitectura de hierro de la segunda mitad del S.XIX.</p><p>La estaci&oacute,n de cercan&iacute,as construida entre 1985 y 1986, que da servicio a los trenes de la l&iacute,nea C-2 (Cercan&iacute,as Murcia/Alicante) que conectan &Aacute,guilas con Murcia.</p><p>Para la primera y m&aacute,s antigua estaci&oacute,n de Alcantarilla (ya desaparecida) que dio servicio a la antigua l&iacute,nea ferroviaria de Granada a Murcia, Cerrada en 1985.</p><p><strong>Alcantarilla-Villa</strong> fue una estaci&oacute,n ferroviaria de paso situada en el barrio de San Roque de Alcantarilla, en la Regi&oacute,n de Murcia, que daba servicio ferroviario al n&uacute,cleo urbano de esta localidad.</p><p>En 2002 el Ministerio de Fomento decide cerrar el despacho de venta de billetes de largo recorrido, manteniendo hasta 2012 parada de dos trenes Talgo en servicio Altaria cada d&iacute,a.</p><p>Una Real Orden de 24 de diciembre de 1860, firmada por Isabel II, autoriza la construcci&oacute,n del tramo que unir&iacute,a el municipio albacete&ntilde,o de Chinchilla de Montearag&oacute,n con Cartagena, prolong&aacute,ndose m&aacute,s tarde hasta Escombreras, y dando lugar as&iacute, al eje Madrid-Cartagena.</p><p>De esta &eacute,poca se tienen pocos datos, aunque se sabe que por aquel entonces las l&iacute,neas eran de explotaci&oacute,n privada y los trenes ya hac&iacute,an parada en Alcantarilla, aunque no exist&iacute,a el edificio de la estaci&oacute,n.</p><p>Es a partir de 1890 cuando el municipio se convierte en un nudo ferroviario de primer orden como cabecera de la l&iacute,nea Alcantarilla-Lorca, aunque bien es cierto que este servicio lo prestaba la antigua estaci&oacute,n de Alcantarilla-Campoamor, situada a medio kil&oacute,metro y derribada recientemente. Sin embargo, la construcci&oacute,n de esta l&iacute,nea, tambi&eacute,n de explotaci&oacute,n privada, as&iacute, como la uni&oacute,n de ambas hacia Murcia y Andaluc&iacute,a, propici&oacute, que las v&iacute,as formaran un tri&aacute,ngulo conocido hasta hace poco como &quot,Entrev&iacute,as&quot,.</p><p>A principios del Siglo XX, el nudo ferroviario y la floreciente industria local, hacen necesaria la construcci&oacute,n de una terminal de viajeros y otra de cargas. Se hacen siguiendo el estilo modernista de la &eacute,poca, resultando as&iacute, un edificio de una sola altura con forma de hueso, es decir, con los extremos m&aacute,s anchos. La cubierta es a dos aguas en la parte central y a tres en los extremos. En el interior, en la parte central, se ubica el vest&iacute,bulo de la estaci&oacute,n, donde se encuentran las consignas, un kiosko, que tambi&eacute,n da al and&eacute,n, la cabina de tel&eacute,fono, las butacas de espera, el acceso a cafeter&iacute,a y el ventanuco de venta de billetes. En el extremo izquierdo est&aacute, la cafeter&iacute,a y en el derecho el Gabinete de Circulaci&oacute,n y la Jefatura de Estaci&oacute,n. A los retretes se accede desde el and&eacute,n, y est&aacute,n en el ala derecha tambi&eacute,n.</p><p>Durante gran parte del Siglo XX fue un importante n&uacute,cleo de transportes ya que contaba con terminal de viajeros, hoy apeadero, terminal de carga, hoy cerrada, rotonda giratoria para las locomotoras y trenes no reversibles y muelle de carga tren-cami&oacute,n para mercanc&iacute,as y correos. Un ramal entraba hasta la f&aacute,brica de Galindo.</p><p>Contiguos al edificio de viajeros se construyeron dos edificios auxiliares m&aacute,s, uno, a la derecha, como terminal de cargas, siguiendo el estilo de las dem&aacute,s terminales de la l&iacute,nea y con muelle tren-cami&oacute,n, el otro, a la izquierda, para uso de Correos.</p><p>En 1923 se ape&oacute, de un tren en su and&eacute,n principal S.M. Alfonso XIII de Espa&ntilde,a, qui&eacute,n fue recibido por la Corporaci&oacute,n Municipal y la pr&aacute,ctica totalidad del pueblo que se agolp&oacute, para tal acontecimiento. Despu&eacute,s el Rey continu&oacute, viaje a Cartagena. Antes ya lo hizo su padre, Alfonso XII <em>el Pacificador</em>, un 20 de octubre de 1870, si bien no exist&iacute,a la estaci&oacute,n actual sino unas instalaciones anteriores.</p><p>El and&eacute,n principal, que da servicio a la v&iacute,a 1, se cubre con una marquesina en hierro forjado de color gris. A &eacute,l tambi&eacute,n daba el quiosco (hoy cerrado) y tuvo un reloj t&iacute,pico de las estaciones espa&ntilde,olas y tuvo tambi&eacute,n la placa del Instituto Geogr&aacute,fico Nacional que expone la altura sobre el nivel del mar. Frente a &eacute,ste se construyeron dos andenes de viajeros m&aacute,s para dar servicio a las restantes v&iacute,as.</p><h2>La estaci&oacute,n actualmente</h2><p>En 2002 el Ministerio de Fomento decide cerrar todas las estaciones que no resultaran rentables, suprimiendo adem&aacute,s la parada de trenes con el pretexto de hacer m&aacute,s &aacute,giles los servicios ferroviarios, que desde entonces s&oacute,lo parar&iacute,an en las capitales de provincia y grandes n&uacute,cleos urbanos. Actualmente, esta estaci&oacute,n de estilo arquitect&oacute,nico modernista de finales del siglo XIX y comienzos del XX.</p>;;;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/monumentos/recurso-1-6689-1p_g.jpg;;;;;;;;;;;;;;;;;;;
4967;Estación de ferrocarril de Campotéjar;Campotéjar Alta. Carretera MU-411.;;Molina de Segura;CAMPOTEJAR ALTA;;;;;;-1.2384803;38.1355851;<p>La Estaci&oacute,n de Campot&eacute,jar serv&iacute,a de apeadero ocasional para los viajeros que acud&iacute,an a los Balneario de Archena y Fortuna. Su estructura funcional es la t&iacute,pica adoptada por la empresa MZA durante la primera mitad del Siglo XX. Esta pol&iacute,tica pobl&oacute, las l&iacute,neas de un modelo de estaci&oacute,n compuesto por un edificio rectangular de fachada sim&eacute,trica, en este caso de una planta, que acog&iacute,a el vest&iacute,bulo, peque&ntilde,o y remarcado con el adelantamiento de la fachada donde destacaba el nombre de la estaci&oacute,n y el reloj, y las salas de espera. Arcos de medio punto, siller&iacute,a en esquinales y entrada se&ntilde,alada por una saliente del paramento central eran otros rasgos de MZA.</p>;Arquitectura Civil;;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/monumentos/LUGI_582014_352216_0_g.jpg;;;;;;;;;;;;;;;;;;;
4968;Estación de ferrocarril de La Ribera;La Ribera de Molina;;Molina de Segura;MOLINA DE SEGURA;;;;;;-1.2088267;38.0256653;<p>El ferrocarril secundario Caravaca-Murcia comunicaba la comarca del noroeste con el centro de la provincia, alcanzaba una longitud de 78 kil&oacute,metros. La historia de esta l&iacute,nea comienza con un proyecto para unir Caravaca con Fortuna, y un ramal desde Mula a Murcia. En 1919 don Juan de la Cierva, a la saz&oacute,n Ministro de Fomento, redacta un anteproyecto de l&iacute,nea f&eacute,rrea para unir las poblaciones de Caravaca y Murcia, apareciendo el Decreto de concesi&oacute,n en 1920, coloc&aacute,ndose la primera piedra el 19 de junio de 1921. La construcci&oacute,n corre a cargo del estado, as&iacute, como su explotaci&oacute,n, inaugur&aacute,ndose el 28 de mayo de 1933. En 1941 pasa a manos de la Red Nacional de Ferrocarriles Espa&ntilde,oles hasta su clausura en 1971. La estaci&oacute,n se encuentra en el barrio de La Balsa de la localidad molinense de La Ribera. Los rasgos que a&uacute,nan a estas estaciones son su sencillez, su funcionalidad y su disposici&oacute,n lateral a la v&iacute,a. Atendiendo a sus distintos elementos, esta tipolog&iacute,a podr&iacute,a resumirse de la siguiente forma:</p><p>-Planta. Son edificios del tipo caser&oacute,n rectangular aislado, de dos plantas, la primera para viajeros y la segunda para empleados. Tienen disposici&oacute,n lateral a la v&iacute,a.</p><p>- Fachada. De composici&oacute,n sim&eacute,trica y distribuci&oacute,n regular de huecos, puerta de acceso central y arcos de medio punto.</p><p>- Cubierta. En terraza.</p><p>- Materiales. Paramentos de piedra y uso del ladrillo para recercar los elementos constructivos y como decoraci&oacute,n. En ocasiones se utiliza roca de granito, mamposter&iacute,a ordinaria, adobes o mortero de ceniza y cal.</p>;Arquitectura Civil;;;;;;;;;;;;;;;;;;;;;
8869;Estrecho de la Arboleja;;;Aledo;;;;;;;-1.5975961;37.7835512;<p><span style='font-size:11pt'>Este&nbsp,</span><span style='font-size:11pt'>emblem&aacute,tico espacio natural est&aacute, formado por un peque&ntilde,o &quot,ca&ntilde,&oacute,n&quot, que durante miles de a&ntilde,os el agua ha ido esculpiendo sobre la roca caliza.</span></p><p><span style='font-size:11pt'>Centenares de metros de longitud y entre diez y quince metros de altura, albergan en su interior peque&ntilde,os nacimientos de agua, formas calizas en sus paredes y peque&ntilde,as lagunas, convirtiendo este paraje en un para&iacute,so natural de belleza inigualable.</span></p><p><span style='font-size:11pt'>Para llegar hasta el Estrecho hay que tomar la carretera C-21 direcci&oacute,n Lorca, apreci&aacute,ndose a dos kil&oacute,metros del casco urbano una se&ntilde,al de color crema y naranja, que indica el desv&iacute,o para llegar a este entorno. Una vez tomado dicho desv&iacute,o, trescientos metros m&aacute,s adelante, se encuentra un puente de madera que da indicios de la existencia de este ca&ntilde,&oacute,n. Una vez hemos llegado a un &aacute,rea de recreo que existe, con paneles, barbacoas y sombraje, donde podemos aparcar los veh&iacute,culos,&nbsp, descendemos una escalinata que se encuentra direcci&oacute,n Suroeste del &aacute,rea de recreo, llegando hasta un enorme algarrobo que se encuentra frente a la escalinata, justo a la derecha del cual encontramos la entrada la propia rambla y a este entorno maravilloso</span><span style='font-size:11pt'>.</span></p>;;;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/monumentos/recurso-1-8869-1p_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/monumentos/recurso-1-8869-2p_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/monumentos/recurso-1-8869-3p_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/monumentos/recurso-1-8869-7p_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/monumentos/recurso-1-8869-5p_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/monumentos/recurso-1-8869-6p_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/monumentos/recurso-1-8869-4p_g.jpg;;;;;;;;;;;;;
5173;Estrecho de las Cuevas de la Encarnación;Pedanía de La Encarnación;30410;Caravaca de la Cruz;LA ENCARNACION ;;;info@caravaca.org;www.turismocaravaca.org;;;;Se localiza en torno a un angosto desfiladero ahondado por el río Quípar, que constituye un paso obligado de la importante ruta natural que desde la Prehistoria ha puesto en comunicación el Levante y la Alta Andalucía. Allí se hayan diferentes yacimientos.;Arquitectura Religiosa;;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/monumentos/LUGI_72012_684143_0_g.jpg;;;;;;;;;;;;;;;;;;;
9170;FARO DEL DIQUE DE LA CURRA;Muelle de la Curra;;Cartagena;;;;;;;-0.983403;37.589154;;;;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/monumentos/recurso-1-9170-1p_g.JPG;;;;;;;;;;;;;;;;;;;
9171;FARO DEL DIQUE DE NAVIDAD;Dique de Navidad;;Cartagena;;;;;;;-0.984268;37.584534;;;;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/monumentos/recurso-1-9171-1p_g.jpg;;;;;;;;;;;;;;;;;;;
8683;Faro del Estacio;Km. 13;30380;La Manga;LA MANGA San Javier;;;;;;-0.7259124;37.7457481;<p>El primitivo faro se construy&oacute, en 1862 sobre una torre vig&iacute,a del siglo XVI, que junto con otras 29, defend&iacute,an las costas murcianas de los ataques corsarios. Hasta que se automatiz&oacute, el faro en 1929, el servicio del faro era llevado a cabo por dos fareros. El actual faro se inaugur&oacute, en 1971, tras ser demolido y construido de nuevo para adaptarse a la nueva normativa.</p><p>&nbsp,</p><p>Se trata de una torre cil&iacute,ndrica de hormig&oacute,n armado de 29,20 m de altura. . La parte superior est&aacute, rematada con dos c&aacute,maras de servicio e iluminaci&oacute,n sobre dos plataformas con barandilla de acero inoxidable. El sistema de iluminaci&oacute,n est&aacute, equipado con una linterna que emite cuatro destellos de luz blanca cada 20 segundos con se&ntilde,al de 4&ordm, orden y alcance de 22 millas.</p>;Ingeniería;;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/monumentos/recurso-1-8683-2p_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/monumentos/recurso-1-8683-1p_g.jpg;;;;;;;;;;;;;;;;;;
8834;FUERTE DE LA ATALAYA;Barrio de la Concepción;;Cartagena;CARTAGENA;;;;;;;;;;;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/monumentos/recurso-1-8834-1p_g.jpg;;;;;;;;;;;;;;;;;;;
8839;FUERTE DE NAVIDAD;FARO ROJO;;Cartagena;CARTAGENA;;;;;;;;;;;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/monumentos/recurso-1-8839-1p_g.jpg;;;;;;;;;;;;;;;;;;;
5078;Glorieta de la Plaza de España;Pza. de España;30880;Águilas;AGUILAS;;;;;;-1.5836429;37.4038369;<p>Bello jard&iacute,n con gran variedad de &aacute,rboles y de plantas de distintas especies, destacando entre ellas sus Ficus centenarios procedentes de Brasil. Construida en 1874, en su centro est&aacute, situada una fuente, con una escultura conocida popularmente como &quot, La Pava de la Balsa&quot,. A esta plaza confluyen ocho calles de las principales de la ciudad. A su alrededor existen varias fachadas de gran belleza del s. XIX. En el lado Oeste destaca la fachada Neomud&eacute,jar del Ayuntamiento.</p>;Arquitectura Civil;;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/monumentos/LUGI_352010_797435_1_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/monumentos/recurso-1-5078-127p_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/monumentos/recurso-1-5078-126p_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/monumentos/recurso-1-5078-125p_g.JPG;;;;;;;;;;;;;;;;
8712;Gola de Marchamalo;Gran Vía de la Manga, 417; 3038;La Manga;LA MANGA Cartagena;;;;;;-0.720099;37.653214;<p>La Gola de Marchamalo es uno de los cinco canales, junto con el del Charco, La Torre, el Ventorrillo y el Estacio, que comunican las aguas del Mar Menor con el Mediterr&aacute,neo. Como quiera que el Mar Menor carece de mareas importantes, la funci&oacute,n de esta gola, como las dem&aacute,s es la de compensaci&oacute,n de las aguas pluviales que vierten en la laguna y el intercambio de nivel de acuerdo con la presi&oacute,n atmosf&eacute,rica o el r&eacute,gimen de vientos. Es este mecanismo de comunicaci&oacute,n el que como consecuencia de la intensa evaporaci&oacute,n del Mar Menor, da origen a la sobresalinizaci&oacute,n que a su vez genera los movimientos migratorios de los peces entre ambos mares, lo que ha dado origen al sistema de pesca de enca&ntilde,izadas dise&ntilde,ado en tiempos de la dominaci&oacute,n &aacute,rabe.</p><p>En 1762 se otorg&oacute, la licencia de construcci&oacute,n de la Gola de Marchamalo, para su explotaci&oacute,n pesquera con el nombre de Enca&ntilde,izada de Calnegre, al Real Hospital de la Caridad de Cartagena. Esta obra constituye la &uacute,nica comunicaci&oacute,n totalmente artificial del Mar Menor con el Mediterr&aacute,neo, lo cual provoca una cierta dificultad de mantenimiento para mantenerla libre de los sedimentos de arena que tienden a cegarla.</p><p>El canal de Marchamalo por su escasa profundidad, no permite el tr&aacute,nsito m&aacute,s que a piraguas o embarcaciones de poco calado. Pese a ser un canal de construcci&oacute,n enteramente artificial, mantiene su funci&oacute,n de regulador de niveles entre los mares.</p>;;;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/monumentos/recurso-1-8712-2p_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/monumentos/recurso-1-8712-5p_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/monumentos/recurso-1-8712-4p_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/monumentos/recurso-1-8712-3p_g.jpg;;;;;;;;;;;;;;;;
8811;Gola del Charco;La Manga Norte;30370;La Manga;LA MANGA San Javier;;;;;;-0.759175;37.782649;<p>El Mar Menor es una laguna litoral comunicada por unos canales, denominados &ldquo,Golas&rdquo,, por medio de los cuales el agua se intercambia con al Mar Mediterr&aacute,neo.</p><p>Situada en el entorno de la Enca&ntilde,izada y pr&oacute,xima al paraje de Veneziola, al Norte de la Manga, la Gola del Charco es, junto con la del Ventorrillo, una de las dos golas naturales que se conservan, de las cinco que existen en La Manga.</p><p>En esta gola, como en la del Ventorrillo, para aprovechar el movimiento migratorio de algunos peces como el m&uacute,jol, la dorada, el magre, o la chapa, se instalan desde &eacute,poca &aacute,rabe, unos sistemas de pesca elaborados con ca&ntilde,izos y redes, llamados enca&ntilde,izada, que han dado nombre al paraje.</p><p>La Gola del Charco, como el resto del entorno de las Enca&ntilde,izadas, ha sufrido escasas transformaciones, salvo en los islotes del Ventorrillo y de la Torre, que albergan edificios auxiliares para instalaciones de pesca.</p><p>El h&aacute,bitat del entorno donde se sit&uacute,a la Gola del Charco est&aacute, conformado por una amplia zona de vegetaci&oacute,n hal&oacute,fila, dunas, playas y acumulaciones de arribazones de Posidonia oce&aacute,nica. Esta zona se encharca cuando se producen las escasas lluvias o alguna tormenta. Adem&aacute,s es el refugio de cig&uuml,e&ntilde,uelas, avocetas y otras aves de gran inter&eacute,s y rareza como el Somormujo lavanco (Podiceps cristatus) y la Serreta mediana (Mergus serrator).</p>;Otros;;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/monumentos/recurso-1-8811-1p_g.jpg;;;;;;;;;;;;;;;;;;;
8686;Golas de la Encañizada;Km. 18;30380;La Manga;LA MANGA San Javier;;;;;;-0.752208;37.779780;<p>La Enca&ntilde,izada es un humedal situado entre el extremo Sur del Parque Regional de las Salinas y Arenales de San Pedro del Pinatar y el paraje de Veneziola, al Norte de La Manga. Es uno de los espacios naturales que todav&iacute,a conservan gran parte de sus valores y formas originales.</p><p>&nbsp,&nbsp,&nbsp,&nbsp, En el l&iacute,mite con el Mediterr&aacute,neo sobresalen una serie de escollos o peque&ntilde,as barreras, Al otro lado, junto al Mar Menor, dos peque&ntilde,os islotes, El Ventorrillo y La Enca&ntilde,izada, en esta &uacute,ltima existi&oacute, desde el XVI una torre defensiva que fue derribada en 1938. &nbsp,Estos islotes son surcados por dos golas o canales de comunicaci&oacute,n, la Gola de la Torre y la del Ventorrillo, las &uacute,nicas naturales que se conservan, de las cinco que existen en La Manga.</p><p>&nbsp,&nbsp,&nbsp,&nbsp, En estas dos golas, para aprovechar el movimiento migratorio de algunos peces como el m&uacute,jol, la dorada, el magre, o la chapa, se instalan desde &eacute,poca &aacute,rabe, unos sistemas de pesca elaborados con ca&ntilde,izos y redes, llamados enca&ntilde,izadas, que han dado nombre al paraje. Suelen situarse sobre aguas de poco calado y barras movedizas. Estas dos enca&ntilde,izadas pertenecieron al Estado, que las arrendaba en subasta p&uacute,blica. Hoy d&iacute,a sigue en explotaci&oacute,n la enca&ntilde,izada de la Gola de la Torre.</p><p>&nbsp,&nbsp,&nbsp,&nbsp, El entorno de la enca&ntilde,izada es zona de paso, descanso y nidificaci&oacute,n de multitud de aves acu&aacute,ticas como flamencos, garzas y avocetas.</p>;Otros;;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/monumentos/recurso-1-8686-1p_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/monumentos/recurso-1-8686-4p_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/monumentos/recurso-1-8686-3p_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/monumentos/recurso-1-8686-2p_g.jpg;;;;;;;;;;;;;;;;
9172;GRÚA SANSÓN;Paseo del Muelle - Sta. Lucía;;Cartagena;;;;;;;-0.969749;37.594882;<p>La gran rotonda del Paseo del Muelle de Santa Luc&iacute,a se adorna con un elemento del patrimonio industrial de la ciudad: la Gr&uacute,a Sans&oacute,n.</p><p><span style='font-size:10pt'>Fue construida en 1929 por la Uni&oacute,n Naval de Levante, S. A. por encargo de Estado, en los astilleros de la Carraca en C&aacute,diz, lo que le dio el nombre popular de &ldquo,La Gaditana&rdquo,, aunque fue nombrada oficialmente como Sans&oacute,n. Es una gr&uacute,a el&eacute,ctrica de 100 toneladas, con la funci&oacute,n de transportar y elevar grandes cargas en el sector militar, aunque tambi&eacute,n realiz&oacute, importantes trabajos de cooperaci&oacute,n civil. La gran estructura met&aacute,lica de 35 m se alzaba sobre una patacha cuadrada que permit&iacute,a remolcarla al lugar necesario.</span></p><p><span style='font-size:10pt'>El control de su funcionamiento se realizaba desde una caseta o sala de maquinas situada en la patacha. Para elevar las cargas a transportar dispon&iacute,a de un gancho, al que se sumaba un segundo gancho para realizar trabajos auxiliares. Los motores el&eacute,ctricos permit&iacute,an su funcionamiento e inclinaci&oacute,n, con un capacidad de elevaci&oacute,n de 100 Tn a 25 m de altura. Para todo ello contaba con una dotaci&oacute,n de entre 16 y 21 personas bajo el mando de un contramaestre mayor.</span></p><p><span style='font-size:10pt'>Lleg&oacute, a Cartagena en 1930, para el movimiento de desembarco del pesado material, los grandes ca&ntilde,ones Vickers, que iban a artillar la bater&iacute,as de Castillitos y Cenizas en la costa cartagenera. Desde entonces su destino estuvo en la ciudad en trabajos de &aacute,mbito militar aunque tambi&eacute,n realiz&oacute, salidas a otros puntos cercanos como Portm&aacute,n o La Azoh&iacute,a o m&aacute,s alejados como Ibiza y Mah&oacute,n.</span></p><p><span style='font-size:10pt'>Fue dada de baja en la Armada 1993 y desde 2001 preside la entrada de la terminal de contenedores del Puerto de Cartagena.</span></p><p>&nbsp,</p>;;;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/monumentos/recurso-1-9172-2p_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/monumentos/recurso-1-9172-1p_g.jpg;;;;;;;;;;;;;;;;;;
5396;Iglesia Parroquial de las Santas Justa y Rufina;C/ Santa Justa, s/n.;03300;Orihuela;;965 30 06 22;;santasjustayrufina@santasjustayrufina.e.telefonica.net;;;-0.949609;38.085442;<p>Justo en el casco antiguo de Orihuela se sit&uacute,a la iglesia de las Santas Justa y Rufina. Se trata de una construcci&oacute,n del siglo XIV. En esa primera etapa, el edificio religioso contaba con una torre campanario adosada al lado norte, que por su posici&oacute,n girada con respecto a la nave parece indicar que en su origen fue exento. El paso de los siglos ha dado lugar a la iglesia que hay hoy en d&iacute,a en Orihuela. Las transformaciones del edificio comenzaron en 1560 cuando se derrib&oacute, el altar mayor. Agust&iacute,n Bernardino se encarg&oacute, de la reedificaci&oacute,n. Fue &eacute,l quien decidi&oacute, realizar un nuevo altar mayor de tres tramos, cubriendo el central con una c&uacute,pula sobre pechinas y elevado tambor. La segunda fase se llevo a cabo en el siglo XVIII mediante la construcci&oacute,n de la sacrist&iacute,a por Jaime Bort.</p>;Arquitectura Religiosa;Iglesia;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/monumentos/recurso-1-5396-2_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/monumentos/recurso-1-5396-1_g.JPG;;;;;;;;;;;;;;;;;;
5062;Isla del Fraile;Bahía del Hornillo;30880;Águilas;AGUILAS;968 493285;968 446082;turismo@aguilas.es;;;-1.5480134;37.4068028;<p>Peque&ntilde,a isla con una interesante y muy antigua historia. Habitada desde &eacute,poca romana, quedan en ella restos de este periodo y ruinas de principios del s.XX. Se han encontrado all&iacute, &aacute,nforas y platos del siglo IV y cer&aacute,mica de la variedad &quot,sigillata gris&quot,. Fue productora de del licor &quot,Garum&quot,, que era muy apreciado en la antig&uuml,edad.</p>;Arquitectura Religiosa;;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/monumentos/recurso-1-5062-1007p_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/monumentos/recurso-1-5062-1008p_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/monumentos/recurso-1-5062-1009p_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/monumentos/recurso-1-5062-1010p_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/monumentos/recurso-1-5062-1002p_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/monumentos/recurso-1-5062-1003p_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/monumentos/recurso-1-5062-1006p_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/monumentos/recurso-1-5062-1005p_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/monumentos/recurso-1-5062-1004p_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/monumentos/recurso-1-5062-1011p_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/monumentos/recurso-1-5062-1012p_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/monumentos/recurso-1-5062-1013p_g.jpg;;;;;;;;
4957;Jardín Botánico de la Estacada;pedanía de la estacada;30520;Jumilla;LA ESTACADA ;;;;www.jumilla.org;;-1.333857;38.461841;<p>Fue realizado por el I.R.Y.D.A. destacan sobre todo sus ejemplares de con&iacute,feras y de aves. Cuenta con m&aacute,s de 150 especies ornamentales de &aacute,rboles, arbustos y vivaces, y otras tantas t&iacute,picas de la flora aut&oacute,ctona del t&eacute,rmino municipal de Jumilla y la Pen&iacute,nsula Ib&eacute,rica.</p>;Arquitectura Religiosa;;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/monumentos/LUGI_22013_787116_1_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/monumentos/LUGI_22013_544420_0_g.jpg;;;;;;;;;;;;;;;;;;
5149;JARDÍN DE LA ALMAZARA CASA GRANDE;Callejón del Cantón, s/n;30530;Cieza;CIEZA;;;;;;-1.4256495;38.2360464;<p>El origen de esta almazara se remonta al s. XVII y su uso para la producci&oacute,n de aceite se prolong&oacute, hasta mediados del s. XX. Est&aacute, situada junto al callej&oacute,n del Cant&oacute,n y los restos hallados han sido musealizados dentro del recinto de un jard&iacute,n que lleva su nombre. Se conservan dos ejes de prensado, dos molinos troncoc&oacute,nicos, varios fragmentos de otros, un ara para el prensado de los confines, varios fragmentos de la solera y otros elementos tallados en la roca. El proceso para la obtenci&oacute,n del preciado l&iacute,quido, comenzaba echando la oliva a la tolva y de ah&iacute, pasaba a la muela donde se trituraba la oliva y se hac&iacute,a una pasta que se pon&iacute,a en cestos y se prensaba, all&iacute, se separaba la parte l&iacute,quida de la s&oacute,lida. Posteriormente se somet&iacute,a el l&iacute,quido resultante a un proceso de decantaci&oacute,n para poder depurarlo y guardarlo en contenedores.</p>;Arquitectura Civil;;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/monumentos/LUGI_342010_679257_1_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/monumentos/LUGI_342010_950094_0_g.jpg;;;;;;;;;;;;;;;;;;
